('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The bear visits the squirrel.', 'The bear sees the rabbit.', False)
('The bear visits the squirrel.', 'The bear sees the rabbit.', False)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The cat is funny.', 'The cat is cute.', False)
('The cat is funny.', 'The cat is cute.', False)
('The cheetah sees the cat.', 'The cheetah needs the mouse.', False)
('The cheetah sees the cat.', 'The cheetah needs the mouse.', False)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The crocodile attacks the dog.', 'The crocodile attacks the dog.', True)
('The crocodile attacks the dog.', 'The crocodile attacks the dog.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The snake is boring.', 'The snake is tired.', False)
('The snake is boring.', 'The snake is tired.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The snake attacks the hamster.', 'The snake likes the dog.', False)
('The snake attacks the hamster.', 'The snake likes the dog.', False)
('The rabbit is quiet.', 'The rabbit is kind.', False)
('The rabbit is quiet.', 'The rabbit is kind.', False)
('The wolf is boring.', 'The wolf is boring.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The wolf visits the dog.', 'The wolf attacks the rabbit.', False)
('The wolf visits the dog.', 'The wolf attacks the rabbit.', False)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The falcon chases the hamster.', 'The falcon visits the dog.', False)
('The falcon chases the hamster.', 'The falcon visits the dog.', False)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The falcon is awful.', 'The falcon is awful.', True)
('The falcon is awful.', 'The falcon is awful.', True)
('The cat is funny.', 'The cat is funny.', True)
('The cat is funny.', 'The cat is funny.', True)
('The crocodile attacks the cat.', 'The crocodile chases the hamster.', False)
('The crocodile attacks the cat.', 'The crocodile chases the hamster.', False)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The squirrel is cute.', 'The squirrel is funny.', False)
('The squirrel is cute.', 'The squirrel is funny.', False)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The crocodile chases the rabbit.', 'The crocodile angry.', False)
('The crocodile chases the rabbit.', 'The crocodile attacks the rabbit.', False)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The mouse is small.', 'The mouse is cute.', False)
('The mouse is small.', 'The mouse is lovely.', False)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cat is beautiful.', 'The cat is adorable.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The dinosaur needs the cat.', 'The dinosaur needs the cat.', True)
('The dinosaur needs the cat.', 'The dinosaur needs the cat.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The dog is furry.', 'The dog is adorable.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The leopard sees the dog.', 'The leopard likes the mouse.', False)
('The leopard sees the dog.', 'The leopard likes the mouse.', False)
('The mouse is quiet.', 'The mouse is kind.', False)
('The mouse is quiet.', 'The mouse is kind.', False)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The crocodile chases the dog.', 'The crocodile chases the dog.', True)
('The crocodile chases the dog.', 'The crocodile chases the dog.', True)
('The mouse is round.', 'The mouse is smart.', False)
('The mouse is round.', 'The mouse is smart.', False)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The bald eagle sees the squirrel.', 'The bald eagle sees the squirrel.', True)
('The bald eagle sees the squirrel.', 'The bald eagle sees the squirrel.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The snake is lazy.', 'The snake is lazy.', True)
('The snake is lazy.', 'The snake is lazy.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The rabbit is cute.', 'The rabbit is adorable.', False)
('The rabbit is cute.', 'The rabbit is adorable.', False)
('The snake chases the rabbit.', 'The snake chases the rabbit.', True)
('The snake chases the rabbit.', 'The snake chases the rabbit.', True)
('The hamster is round.', 'The hamster is smart.', False)
('The hamster is round.', 'The hamster is smart.', False)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The falcon sees the mouse.', 'The falcon sees the mouse.', True)
('The falcon sees the mouse.', 'The falcon sees the mouse.', True)
('The dog is quiet.', 'The dog is smart.', False)
('The dog is quiet.', 'The dog is smart.', False)
('The lion is reckless.', 'The lion is reckless.', True)
('The lion is reckless.', 'The lion is reckless.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The lion visits the hamster.', 'The lion likes the dog.', False)
('The lion visits the hamster.', 'The lion likes the dog.', False)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The dog is lovely.', 'The dog is funny.', False)
('The dog is lovely.', 'The dog is funny.', False)
('The dinosaur chases the dog.', 'The dinosaur needs the cat.', False)
('The dinosaur chases the dog.', 'The dinosaur needs the cat.', False)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The lion is boring.', 'The lion is sleepy.', False)
('The lion is boring.', 'The lion is sleepy.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The lion sees the squirrel.', 'The lion sees the squirrel.', True)
('The lion sees the squirrel.', 'The lion sees the squirrel.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The dinosaur chases the rabbit.', 'The dinosaur chases the rabbit.', True)
('The dinosaur chases the rabbit.', 'The dinosaur chases the rabbit.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The snake is strong.', 'The snake is strong.', True)
('The snake is strong.', 'The snake is strong.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The wolf likes the mouse.', 'The wolf attacks the rabbit.', False)
('The wolf likes the mouse.', 'The wolf attacks the rabbit.', False)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The bear attacks the squirrel.', 'The bear attacks the squirrel.', True)
('The bear attacks the squirrel.', 'The bear attacks the squirrel.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The dinosaur chases the mouse.', 'The dinosaur needs the cat.', False)
('The dinosaur chases the mouse.', 'The dinosaur needs the cat.', False)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The hamster is lovely.', 'The hamster is adorable.', False)
('The hamster is lovely.', 'The hamster is adorable.', False)
('The leopard visits the hamster.', 'The leopard attacks the mouse.', False)
('The leopard visits the hamster.', 'The leopard attacks the mouse.', False)
