('The squirrel is kind.', 'The squirrel is boring.', False)
('The squirrel is nice.', 'The squirrel is kind.', False)
('The squirrel is nice.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The wolf is angry.', 'The wolf is sleepy.', False)
('The wolf is angry.', 'The wolf is sleepy.', False)
('The bald eagle is strong.', 'The bald eagle is angry.', False)
('The bald eagle is strong.', 'The bald eagle is angry.', False)
('The cat is beautiful.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is beautiful.', 'The cat is is is is is is is is is is is is is is is i', False)
('The wolf chases the cat.', 'The wolf is and the rough.', False)
('The wolf chases the cat.', 'The wolf is and the rough.', False)
('The hamster is round.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is round.', 'The hamster is are are are are are are are are are are are are are', False)
('The falcon is rough.', 'The falcon is angry.', False)
('The falcon is rough.', 'The falcon is angry.', False)
('The cheetah is fierce.', 'The cheetah is obese.', False)
('The cheetah is fierce.', 'The cheetah is obese.', False)
('The rabbit is adorable.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is adorable.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The cat is nice.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is nice.', 'The cat is are are are are are are are are are are are are are are are', False)
('The lion is tired.', 'The lion is sleepy.', False)
('The lion is tired.', 'The lion is sleepy.', False)
('The falcon is fierce.', 'The falcon is big.', False)
('The falcon is fierce.', 'The falcon is big.', False)
('The squirrel is furry.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is furry.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The lion sees the squirrel.', 'The lion sees the squirrel.', True)
('The lion sees the squirrel.', 'The lion sees the squirrel.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The leopard is reckless.', 'The leopard is angry.', False)
('The leopard is reckless.', 'The leopard is angry.', False)
('The snake is heavy.', 'The snake is obese.', False)
('The snake is heavy.', 'The snake is obese.', False)
('The rabbit is small.', 'The rabbit is adorable.', False)
('The rabbit is small.', 'The rabbit is adorable.', False)
('The leopard needs the rabbit.', 'The leopard chases the squirrel.', False)
('The leopard needs the rabbit.', 'The leopard chases the squirrel.', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The falcon is lazy.', 'The falcon is tired.', False)
('The falcon is lazy.', 'The falcon is tired.', False)
('The snake is heavy.', 'The snake is big.', False)
('The snake is heavy.', 'The snake is big.', False)
('The cat is small.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is small.', 'The cat is is is is is is is is is is is is is is is i', False)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The squirrel is nice.', 'The squirrel is smart.', False)
('The squirrel is nice.', 'The squirrel is smart.', False)
('The crocodile is reckless.', 'The crocodile is funny.', False)
('The crocodile is reckless.', 'The crocodile is funny.', False)
('The dinosaur is fierce.', 'The dinosaur is smart.', False)
('The dinosaur is fierce.', 'The dinosaur is smart.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The crocodile attacks the cat.', 'The crocodile is attacks the squirrel.', False)
('The crocodile attacks the cat.', 'The crocodile is attacks the squirrel.', False)
('The squirrel is round.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is round.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The falcon is reckless.', 'The falcon is tired.', False)
('The falcon is reckless.', 'The falcon is tired.', False)
('The crocodile is big.', 'The crocodile is heavy.', False)
('The crocodile is big.', 'The crocodile is heavy.', False)
('The hamster is small.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is small.', 'The hamster is is is is is is is is is is is is is i', False)
('The falcon likes the hamster.', 'The falcon is and are and is and are and is and are and is and are', False)
('The falcon likes the hamster.', 'The falcon is and are and is and are and is and are and is and are', False)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is round.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The lion is slow.', 'The lion is angry.', False)
('The lion is slow.', 'The lion is angry.', False)
('The tiger is obese.', 'The tiger is heavy.', False)
('The tiger is obese.', 'The tiger is heavy.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The lion attacks the hamster.', 'The lion chases the mouse.', False)
('The lion attacks the hamster.', 'The lion chases the mouse.', False)
('The dog is smart.', 'The dog is obese.', False)
('The dog is smart.', 'The dog is obese.', False)
('The bear is reckless.', 'The bear is heavy.', False)
('The bear is reckless.', 'The bear is heavy.', False)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The hamster is funny.', 'The hamster is is is is cute.', False)
('The hamster is funny.', 'The hamster is is is is is cute.', False)
('The bear chases the hamster.', 'The bear is chases the hamster.', False)
('The bear chases the hamster.', 'The bear is chases the hamster.', False)
('The mouse is kind.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is kind.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The crocodile is angry.', 'The crocodile is reckless.', False)
('The crocodile is angry.', 'The crocodile is reckless.', False)
('The snake is strong.', 'The snake is angry.', False)
('The snake is strong.', 'The snake is angry.', False)
('The dog is cute.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is cute.', 'The dog is are are are are are are are are are are are are are are are', False)
('The crocodile likes the dog.', 'The crocodile visits the mouse.', False)
('The crocodile likes the dog.', 'The crocodile visits the mouse.', False)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The tiger is dull.', 'The tiger is small.', False)
('The tiger is dull.', 'The tiger is small.', False)
('The leopard is strong.', 'The leopard is strong.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The rabbit is funny.', 'The rabbit is small.', False)
('The rabbit is funny.', 'The rabbit is small.', False)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The mouse is quiet.', 'The mouse is kind.', False)
('The mouse is quiet.', 'The mouse is is kind.', False)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The leopard is heavy.', 'The leopard is sleepy.', False)
('The leopard is heavy.', 'The leopard is sleepy.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The wolf sees the rabbit.', 'The wolf visits the mouse.', False)
('The wolf sees the rabbit.', 'The wolf visits the mouse.', False)
('The hamster is round.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is round.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger is slow.', 'The tiger is slow.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The tiger attacks the squirrel.', 'The tiger needs the hamster.', False)
('The tiger attacks the squirrel.', 'The tiger needs the hamster.', False)
('The rabbit is quiet.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is quiet.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The dog is furry.', 'The dog is adorable.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The cheetah sees the dog.', 'The cheetah is and attacks the dog.', False)
('The cheetah sees the dog.', 'The cheetah is attacks the dog.', False)
('The dog is nice.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is nice.', 'The dog is are are are are are are are are are are are are are are are', False)
('The leopard is reckless.', 'The leopard is strong.', False)
('The leopard is reckless.', 'The leopard is strong.', False)
('The wolf is fierce.', 'The wolf is fierce.', True)
('The wolf is fierce.', 'The wolf is fierce.', True)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The leopard needs the squirrel.', 'The leopard is and and are and are and are and are and are and are and are', False)
('The leopard needs the squirrel.', 'The leopard is and and are and are and are and are and are and are and are', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The lion is lazy.', 'The lion is lazy.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The mouse is funny.', 'The mouse is kind.', False)
('The mouse is funny.', 'The mouse is kind.', False)
('The lion likes the mouse.', 'The lion is likes the mouse.', False)
('The lion likes the mouse.', 'The lion is likes the mouse.', False)
('The dog is smart.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is smart.', 'The dog is are are are are are are are are are are are are are are are', False)
('The leopard is tired.', 'The leopard is tired.', True)
('The leopard is tired.', 'The leopard is tired.', True)
('The crocodile is obese.', 'The crocodile is tired.', False)
('The crocodile is obese.', 'The crocodile is tired.', False)
