('Fiona is strong.', 'The fion is strong.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Gary is dull.', 'The Gary is rough.', False)
('Gary is dull.', 'The Gary is rough.', False)
('Alan is heavy.', 'The bald eagle is heavy.', False)
('Alan is heavy.', 'The bald eagle is heavy.', False)
('Fiona is thin.', 'The fion is thin.', False)
('Fiona is thin.', 'The fion is small.', False)
('Erin is nice.', 'The er is quiet.', False)
('Erin is nice.', 'The er is quiet.', False)
('Charlie is imperfect.', 'The cat is sad.', False)
('Charlie is imperfect.', 'The cat is sad.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Dave is short.', 'The squirrel is small.', False)
('Dave is short.', 'The bald eagle is small.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Charlie is sad.', 'The cat is poor.', False)
('Charlie is sad.', 'The cat is poor.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Dave is thin.', 'The dog is thin.', False)
('Dave is thin.', 'The dog is thin.', False)
('Charlie is smart.', 'The cat is smart.', False)
('Charlie is smart.', 'The cat is smart.', False)
('Alan is poor.', 'The cat is poor.', False)
('Alan is poor.', 'The cat is poor.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Dave is tiny.', 'The dog is thin.', False)
('Dave is tiny.', 'The dog is thin.', False)
('Gary is nice.', 'The bald eagle is kind.', False)
('Gary is nice.', 'The bald eagle is kind.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Alan is big.', 'The cat is high.', False)
('Alan is big.', 'The cat is high.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Bob is kind.', 'The bob is smart.', False)
('Bob is kind.', 'The bob is smart.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Anne is big.', 'The snake is big.', False)
('Anne is big.', 'The snake is big.', False)
('Bob is tiny.', 'The cat is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Harry is wealthy.', 'The Harry is quiet.', False)
('Harry is wealthy.', 'The Harry is quiet.', False)
('Dave is dull.', 'The dinosaur is rough.', False)
('Dave is dull.', 'The dog is rough.', False)
('Harry is high.', 'The lion is big.', False)
('Harry is high.', 'The lion is big.', False)
('Bob is short.', 'The bob is short.', False)
('Bob is short.', 'The bob is short.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Alan is dull.', 'The cat is dull.', False)
('Alan is dull.', 'The cat is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Charlie is thin.', 'The lion is thin.', False)
('Charlie is thin.', 'The lion is thin.', False)
('Gary is kind.', 'The lion is kind.', False)
('Gary is kind.', 'The lion is kind.', False)
('Dave is imperfect.', 'The dog is imperfect.', False)
('Dave is imperfect.', 'The dog is imperfect.', False)
('Gary is high.', 'The dinosaur is strong.', False)
('Gary is high.', 'The dinosaur is strong.', False)
('Charlie is thin.', 'The a person is thin.', False)
('Charlie is thin.', 'The a person is thin.', False)
('Alan is wealthy.', 'The dinosaur is nice.', False)
('Alan is wealthy.', 'The cat is nice.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is high.', 'The Harry is high.', False)
('Harry is high.', 'The Harry is high.', False)
('Bob is tiny.', 'The cat is thin.', False)
('Bob is tiny.', 'The cat is thin.', False)
('Gary is quiet.', 'The cat is quiet.', False)
('Gary is quiet.', 'The cat is quiet.', False)
('Charlie is dull.', 'The cat is imperfect.', False)
('Charlie is dull.', 'The cat is imperfect.', False)
('Gary is strong.', 'The bald eagle is big.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The  Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Dave is kind.', 'The bald eagle is clever.', False)
('Dave is kind.', 'The bald eagle is clever.', False)
('Charlie is rough.', 'The dog is rough.', False)
('Charlie is rough.', 'The dog is rough.', False)
('Bob is high.', 'The bald eagle is strong.', False)
('Bob is high.', 'The bald eagle is strong.', False)
('Alan is short.', 'The bald eagle is short.', False)
('Alan is short.', 'The bald eagle is short.', False)
('Erin is wealthy.', 'The er is kind.', False)
('Erin is wealthy.', 'The er is kind.', False)
('Dave is bad.', 'The bald eagle is imperfect.', False)
('Dave is bad.', 'The bald eagle is imperfect.', False)
('Charlie is strong.', 'The cat is strong.', False)
('Charlie is strong.', 'The cat is strong.', False)
('Anne is thin.', 'The cat is small.', False)
('Anne is thin.', 'The cat is small.', False)
('Bob is nice.', 'The bob is nice.', False)
('Bob is nice.', 'The bob is nice.', False)
('Dave is sad.', 'The dog is sad.', False)
('Dave is sad.', 'The dog is sad.', False)
('Charlie is high.', 'The cat is high.', False)
('Charlie is high.', 'The cat is high.', False)
('Alan is small.', 'The cat is short.', False)
('Alan is small.', 'The cat is short.', False)
('Bob is quiet.', 'The dog is smart.', False)
('Bob is quiet.', 'The dog is smart.', False)
('Fiona is imperfect.', 'The lion is imperfect.', False)
('Fiona is imperfect.', 'The lion is imperfect.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Erin is thin.', 'The er is small.', False)
('Erin is thin.', 'The er is small.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Gary is poor.', 'The bald eagle is rough.', False)
('Gary is poor.', 'The bald eagle is bad.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is short.', 'The snake is small.', False)
('Anne is short.', 'The snake is small.', False)
('Bob is quiet.', 'The dog is nice.', False)
('Bob is quiet.', 'The bob is nice.', False)
('Charlie is poor.', 'The cat is imperfect.', False)
('Charlie is poor.', 'The cat is imperfect.', False)
('Fiona is strong.', 'The fion is strong.', False)
('Fiona is strong.', 'The fion is high.', False)
('Harry is tiny.', 'The lion is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Dave is sad.', 'The snake is poor.', False)
('Dave is sad.', 'The snake is poor.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Gary is little.', 'The Gary is small.', False)
('Gary is little.', 'The Gary is small.', False)
('Dave is smart.', 'The bald eagle is smart.', False)
('Dave is smart.', 'The bald eagle is smart.', False)
('Anne is dull.', 'The snake is sad.', False)
('Anne is dull.', 'The bald eagle is sad.', False)
('Erin is high.', 'The er is high.', False)
('Erin is high.', 'The er is high.', False)
('Gary is thin.', 'The bald eagle is short.', False)
('Gary is thin.', 'The bald eagle is short.', False)
('Charlie is clever.', 'The lion is quiet.', False)
('Charlie is clever.', 'The lion is quiet.', False)
('Alan is bad.', 'The cat is dull.', False)
('Alan is bad.', 'The cat is dull.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Alan is short.', 'The cat is small.', False)
('Alan is short.', 'The cat is small.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Charlie is strong.', 'The cat is big.', False)
('Charlie is strong.', 'The cat is big.', False)
('Alan is small.', 'The cat is thin.', False)
('Alan is small.', 'The cat is thin.', False)
('Anne is nice.', 'The cat is nice.', False)
('Anne is nice.', 'The snake is nice.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Bob is huge.', 'The cat is big.', False)
('Bob is huge.', 'The bob is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Gary is dull.', 'The bald eagle is imperfect.', False)
('Gary is dull.', 'The bald eagle is imperfect.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is small.', False)
('Harry is nice.', 'The  Harry is kind.', False)
('Harry is nice.', 'The  Harry is kind.', False)
('Charlie is bad.', 'The cat is rough.', False)
('Charlie is bad.', 'The cat is rough.', False)
('Fiona is huge.', 'The fion is heavy.', False)
('Fiona is huge.', 'The fion is heavy.', False)
('Dave is tiny.', 'The dog is thin.', False)
('Dave is tiny.', 'The dog is thin.', False)
('Erin is wealthy.', 'The erin is clever.', False)
('Erin is wealthy.', 'The erin is clever.', False)
('Anne is imperfect.', 'The snake is imperfect.', False)
('Anne is imperfect.', 'The snake is imperfect.', False)
('Anne is huge.', 'The snake is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Gary is small.', 'The Gary is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Dave is quiet.', 'The dog is kind.', False)
('Dave is quiet.', 'The bald eagle is kind.', False)
('Alan is bad.', 'The cat is bad.', False)
('Alan is bad.', 'The cat is bad.', False)
('Fiona is high.', 'The lion is high.', False)
('Fiona is high.', 'The lion is high.', False)
('Erin is tiny.', 'The er is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Gary is poor.', 'The bald eagle is rough.', False)
('Gary is poor.', 'The bald eagle is rough.', False)
('Fiona is high.', 'The lion is big.', False)
('Fiona is high.', 'The lion is big.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The cat is quiet.', False)
('Alan is quiet.', 'The cat is quiet.', False)
('Anne is sad.', 'The snake is sad.', False)
('Anne is sad.', 'The snake is sad.', False)
('Bob is strong.', 'The bald eagle is strong.', False)
('Bob is strong.', 'The bald eagle is strong.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Charlie is nice.', 'The cat is quiet.', False)
('Charlie is nice.', 'The cat is quiet.', False)
('Fiona is bad.', 'The lion is rough.', False)
('Fiona is bad.', 'The lion is rough.', False)
('Alan is high.', 'The cat is strong.', False)
('Alan is high.', 'The cat is strong.', False)
('Bob is small.', 'The bob is small.', False)
('Bob is small.', 'The bob is small.', False)
('Fiona is nice.', 'The filion is nice.', False)
('Fiona is nice.', 'The filion is nice.', False)
('Charlie is dull.', 'The cat is sad.', False)
('Charlie is dull.', 'The cat is sad.', False)
('Fiona is big.', 'The lion is heavy.', False)
('Fiona is big.', 'The fion is heavy.', False)
('Anne is tiny.', 'The snake is small.', False)
('Anne is tiny.', 'The snake is small.', False)
('Charlie is quiet.', 'The cat is quiet.', False)
('Charlie is quiet.', 'The cat is quiet.', False)
('Gary is imperfect.', 'The Gary is rough.', False)
('Gary is imperfect.', 'The Gary is rough.', False)
('Gary is huge.', 'The lion is big.', False)
('Gary is huge.', 'The lion is big.', False)
('Dave is small.', 'The snake is small.', False)
('Dave is small.', 'The dog is small.', False)
('Fiona is quiet.', 'The lion is wealthy.', False)
('Fiona is quiet.', 'The fion is wealthy.', False)
('Anne is bad.', 'The snake is bad.', False)
('Anne is bad.', 'The snake is bad.', False)
('Charlie is huge.', 'The cat is strong.', False)
('Charlie is huge.', 'The cat is strong.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Bob is kind.', 'The cat is smart.', False)
('Bob is kind.', 'The cat is smart.', False)
('Dave is bad.', 'The dinosaur is bad.', False)
('Dave is bad.', 'The bald eagle is bad.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is kind.', 'The bald eagle is smart.', False)
('Anne is kind.', 'The bald eagle is smart.', False)
('Dave is sad.', 'The h is sad.', False)
('Dave is sad.', 'The h is sad.', False)
('Fiona is high.', 'The filion is high.', False)
('Fiona is high.', 'The fion is high.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Charlie is quiet.', 'The cat is quiet.', False)
('Charlie is quiet.', 'The cat is quiet.', False)
('Alan is dull.', 'The cat is imperfect.', False)
('Alan is dull.', 'The cat is imperfect.', False)
('Erin is huge.', 'The er is big.', False)
('Erin is huge.', 'The er is big.', False)
('Alan is little.', 'The cat is small.', False)
('Alan is little.', 'The cat is small.', False)
('Fiona is nice.', 'The lion is clever.', False)
('Fiona is nice.', 'The lion is clever.', False)
('Anne is dull.', 'The snake is poor.', False)
('Anne is dull.', 'The snake is poor.', False)
('Fiona is strong.', 'The lion is big.', False)
('Fiona is strong.', 'The lion is big.', False)
('Dave is tiny.', 'The snake is small.', False)
('Dave is tiny.', 'The dog is small.', False)
('Harry is quiet.', 'The lion is smart.', False)
('Harry is quiet.', 'The lion is smart.', False)
('Alan is dull.', 'The cat is dull.', False)
('Alan is dull.', 'The cat is dull.', False)
('Dave is strong.', 'The lion is strong.', False)
('Dave is strong.', 'The lion is strong.', False)
('Fiona is thin.', 'The fion is thin.', False)
('Fiona is thin.', 'The fion is thin.', False)
('Erin is kind.', 'The erin is kind.', False)
('Erin is kind.', 'The erin is kind.', False)
('Harry is bad.', 'The lion is bad.', False)
('Harry is bad.', 'The lion is bad.', False)
('Erin is strong.', 'The er is strong.', False)
('Erin is strong.', 'The er is strong.', False)
('Gary is small.', 'The lion is short.', False)
('Gary is small.', 'The lion is short.', False)
('Fiona is quiet.', 'The lion is clever.', False)
('Fiona is quiet.', 'The lion is clever.', False)
('Bob is imperfect.', 'The lion is poor.', False)
('Bob is imperfect.', 'The lion is poor.', False)
('Erin is high.', 'The er is strong.', False)
